Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Team
2020-02-21,21:00,Liga 1,Torneo Apertura,Fri,Home,D,1,1,Carlos Stein,,,Diego Melián,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,,Deportivo Municipal
2020-02-28,20:00,Liga 1,Torneo Apertura,Fri,Away,L,0,1,Alianza Lima,,,Diego Melián,4-2-3-1,4-3-3,Luis Garay Evia,Match Report,,Deportivo Municipal
2020-03-07,17:45,Liga 1,Torneo Apertura,Sat,Home,W,2,0,Cantolao,,,Diego Melián,4-2-3-1,4-2-3-1,Ramón Blanco,Match Report,,Deportivo Municipal
2020-08-18,18:00,Liga 1,Torneo Apertura,Tue,Away,W,1,0,USMP,,,Diego Melián,4-2-3-1,4-3-3,Renzo Castañeda,Match Report,,Deportivo Municipal
2020-08-25,18:00,Liga 1,Torneo Apertura,Tue,Home,L,0,1,Cienciano,,,Diego Melián,4-2-3-1,4-2-3-1,Augusto Menéndez,Match Report,,Deportivo Municipal
2020-08-31,15:30,Liga 1,Torneo Apertura,Mon,Away,D,1,1,Alianza Univ,,,Diego Melián,4-2-3-1,4-4-2,Roberto Pérez,Match Report,,Deportivo Municipal
2020-09-08,15:30,Liga 1,Torneo Apertura,Tue,Home,D,2,2,Llacuabamba,,,Diego Melián,4-2-3-1,4-3-3,Alejandro Villanueva,Match Report,,Deportivo Municipal
2020-09-14,13:15,Liga 1,Torneo Apertura,Mon,Away,W,2,1,Ayacucho,,,Diego Melián,4-2-3-1,4-2-3-1,Micke Palomino,Match Report,,Deportivo Municipal
2020-09-19,11:00,Liga 1,Torneo Apertura,Sat,Home,L,0,1,Mannucci,,,Diego Melián,4-2-3-1,4-2-3-1,Eduardo Chirinos,Match Report,,Deportivo Municipal
2020-09-22,15:00,Liga 1,Torneo Apertura,Tue,Away,L,2,3,Atlético Grau,,,Diego Melián,4-4-2,4-2-3-1,Edwin Ordóñez,Match Report,,Deportivo Municipal
2020-09-25,18:00,Liga 1,Torneo Apertura,Fri,Away,D,1,1,Sport Boys,,,Diego Melián,4-2-3-1,4-3-3,Micke Palomino,Match Report,,Deportivo Municipal
2020-09-30,15:30,Liga 1,Torneo Apertura,Wed,Home,L,0,5,Universitario,,,Diego Melián,4-3-3,4-1-4-1,Roberto Pérez,Match Report,,Deportivo Municipal
2020-10-03,13:00,Liga 1,Torneo Apertura,Sat,Away,W,3,1,Binacional,,,Diego Melián,4-2-3-1,4-3-3,Michael Espinoza,Match Report,,Deportivo Municipal
2020-10-08,13:30,Liga 1,Torneo Apertura,Thu,Home,D,1,1,Sporting Cristal,,,Diego Melián,4-2-3-1,4-3-3,Luis Garay Evia,Match Report,,Deportivo Municipal
2020-10-13,10:30,Liga 1,Torneo Apertura,Tue,Away,D,1,1,Cusco,,,Diego Melián,4-2-3-1,4-2-3-1,Luis Seminario,Match Report,,Deportivo Municipal
2020-10-17,13:15,Liga 1,Torneo Apertura,Sat,Home,L,1,2,Melgar,,,Diego Melián,4-2-3-1,4-2-3-1,Renzo Castañeda,Match Report,,Deportivo Municipal
2020-10-23,15:30,Liga 1,Group Stage,Fri,Home,D,0,0,Sport Huancayo,,,Diego Melián,4-2-3-1,4-2-3-1,José Mendoza,Match Report,,Deportivo Municipal
2020-10-30,13:15,Liga 1,Group Stage,Fri,Away,W,2,1,Alianza Lima,,,Diego Melián,5-4-1,5-3-2,Diego Haro,Match Report,,Deportivo Municipal
2020-11-02,13:15,Liga 1,Group Stage,Mon,Home,L,0,2,Mannucci,,,Diego Melián,5-4-1,4-2-3-1,Fernando Legario,Match Report,,Deportivo Municipal
2020-11-05,15:30,Liga 1,Group Stage,Thu,Away,L,0,1,Sport Boys,,,Diego Melián,5-4-1,4-2-3-1,Diego Haro,Match Report,,Deportivo Municipal
2020-11-10,15:30,Liga 1,Group Stage,Tue,Home,D,1,1,Cusco,,,Diego Melián,5-4-1,4-2-3-1,Augusto Menéndez,Match Report,,Deportivo Municipal
2020-11-14,15:30,Liga 1,Group Stage,Sat,Home,D,1,1,Ayacucho,,,Diego Melián,4-5-1,3-4-3,Luis Garay Evia,Match Report,,Deportivo Municipal
2020-11-21,13:15,Liga 1,Group Stage,Sat,Away,W,1,0,U César Vallejo,,,Diego Melián,4-2-3-1,3-4-3,Renzo Castañeda,Match Report,,Deportivo Municipal
2020-11-25,15:00,Liga 1,Group Stage,Wed,Home,L,2,5,Llacuabamba,,,Diego Melián,4-2-3-1,4-1-4-1,Daniel Ureta,Match Report,,Deportivo Municipal
2020-11-30,11:00,Liga 1,Group Stage,Mon,Away,L,2,3,Melgar,,,Hairo Camacho,4-4-2,4-3-3,Luis Garay Evia,Match Report,,Deportivo Municipal
2020-02-02,13:00,Liga 1,Torneo Apertura,Sun,Home,W,2,1,Cienciano,,,,4-2-3-1,4-2-3-1,Jesús Cartagena,Match Report,,Cantolao
2020-02-09,15:30,Liga 1,Torneo Apertura,Sun,Away,L,1,3,Llacuabamba,,,,4-2-3-1,4-2-3-1,Gean Pierre Barbagelatta,Match Report,,Cantolao
2020-02-15,13:00,Liga 1,Torneo Apertura,Sat,Home,L,0,2,Ayacucho,,,Erick Delgado,4-2-3-1,4-2-3-1,Luis Garay Evia,Match Report,,Cantolao
2020-02-23,13:00,Liga 1,Torneo Apertura,Sun,Away,W,1,0,Mannucci,,,Junior Ponce,4-2-3-1,4-2-3-1,Eduardo Chirinos,Match Report,,Cantolao
2020-02-29,13:00,Liga 1,Torneo Apertura,Sat,Home,W,1,0,Atlético Grau,,,José Ramírez,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,,Cantolao
2020-03-07,17:45,Liga 1,Torneo Apertura,Sat,Away,L,0,2,Dep Municipal,,,Víctor Salas,4-2-3-1,4-2-3-1,Ramón Blanco,Match Report,,Cantolao
2020-08-07,18:00,Liga 1,Torneo Apertura,Fri,Home,D,0,0,Universitario,,,Mario Tajima,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,,Cantolao
2020-08-25,11:00,Liga 1,Torneo Apertura,Tue,Away,W,3,2,Binacional,,,Mario Tajima,4-2-3-1,4-2-3-1,Edwin Ordóñez,Match Report,,Cantolao
2020-08-31,13:15,Liga 1,Torneo Apertura,Mon,Home,L,2,6,Sporting Cristal,,,Orlando Contreras,4-2-3-1,4-2-3-1,Michael Espinoza,Match Report,,Cantolao
2020-09-08,13:15,Liga 1,Torneo Apertura,Tue,Away,D,1,1,Cusco,,,Orlando Contreras,4-4-2,4-3-2-1,Micke Palomino,Match Report,,Cantolao
2020-09-12,15:30,Liga 1,Torneo Apertura,Sat,Home,L,0,2,Melgar,,,Mario Tajima,4-2-3-1,4-3-3,Roberto Pérez,Match Report,,Cantolao
2020-09-17,13:00,Liga 1,Torneo Apertura,Thu,Away,L,1,3,UTC,,,Orlando Contreras,4-2-3-1,4-2-3-1,Luis Garay Evia,Match Report,,Cantolao
2020-09-22,15:30,Liga 1,Torneo Apertura,Tue,Home,L,1,3,Sport Huancayo,,,Orlando Contreras,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,,Cantolao
2020-09-25,10:15,Liga 1,Torneo Apertura,Fri,Away,D,1,1,U César Vallejo,,,Jesús Castillo,4-2-3-1,4-2-3-1,Luis Seminario,Match Report,,Cantolao
2020-09-29,11:00,Liga 1,Torneo Apertura,Tue,Home,D,2,2,Carlos Stein,,,José Ramírez,5-4-1,4-2-3-1,Michael Espinoza,Match Report,,Cantolao
2020-10-03,10:30,Liga 1,Torneo Apertura,Sat,Away,W,2,1,Sport Boys,,,Erick Delgado,4-1-4-1,4-2-3-1,Augusto Menéndez,Match Report,,Cantolao
2020-10-10,13:15,Liga 1,Torneo Apertura,Sat,Home,W,1,0,Alianza Lima,,,Erick Delgado,4-2-3-1,4-3-3,Jesús Cartagena,Match Report,,Cantolao
2020-10-12,15:00,Liga 1,Torneo Apertura,Mon,Home,L,1,2,Alianza Univ,,,Orlando Contreras,4-2-3-1,4-2-2-2,Pablo López,Match Report,,Cantolao
2020-10-16,15:00,Liga 1,Torneo Apertura,Fri,Away,L,1,2,USMP,,,Erick Delgado,4-2-3-1,4-3-3,Joel Alarcón,Match Report,,Cantolao
2020-10-26,10:30,Liga 1,Group Stage,Mon,Away,L,1,2,Carlos Stein,,,,4-4-2◆,4-2-3-1,Micke Palomino,Match Report,,Cantolao
2020-10-30,11:00,Liga 1,Group Stage,Fri,Home,D,0,0,Atlético Grau,,,Erick Delgado,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,,Cantolao
2020-11-03,11:00,Liga 1,Group Stage,Tue,Away,L,2,4,UTC,,,José Ramírez,4-4-2,4-2-3-1,Renzo Castañeda,Match Report,,Cantolao
2020-11-06,13:15,Liga 1,Group Stage,Fri,Home,D,2,2,Universitario,,,Mario Ceballos,4-4-2,4-2-3-1,Michael Espinoza,Match Report,,Cantolao
2020-11-10,11:00,Liga 1,Group Stage,Tue,Away,L,0,1,Binacional,,,Mario Ceballos,4-4-2,4-3-3,Edwin Ordóñez,Match Report,,Cantolao
2020-11-14,11:00,Liga 1,Group Stage,Sat,Home,W,2,0,Cienciano,,,Víctor Salas,4-1-4-1,4-2-3-1,Kevin Ortega,Match Report,,Cantolao
2020-11-19,15:00,Liga 1,Group Stage,Thu,Away,D,1,1,Alianza Univ,,,Erick Delgado,4-4-2,4-2-3-1,Joel Alarcón,Match Report,,Cantolao
2020-11-23,11:00,Liga 1,Group Stage,Mon,Home,L,1,2,USMP,,,Erick Delgado,4-2-3-1,4-3-3,Víctor Carrillo,Match Report,,Cantolao
2020-11-28,15:30,Liga 1,Group Stage,Sat,Away,L,2,3,Sporting Cristal,,,Walter Serrano,4-2-3-1,4-3-3,Diego Haro,Match Report,,Cantolao
2020-02-02,15:00,Liga 1,Torneo Apertura,Sun,Home,L,0,3,Mannucci,,,,4-2-3-1,4-2-3-1,José Mendoza,Match Report,,Carlos Stein
2020-02-09,15:00,Liga 1,Torneo Apertura,Sun,Away,L,0,1,Alianza Univ,,,,5-3-2,4-2-3-1,David Huaman,Match Report,,Carlos Stein
2020-02-15,15:00,Liga 1,Torneo Apertura,Sat,Home,L,1,3,Universitario,,,,4-2-3-1,4-2-3-1,Roberto Pérez,Match Report,,Carlos Stein
2020-02-21,21:00,Liga 1,Torneo Apertura,Fri,Away,D,1,1,Dep Municipal,,,Ronald Ruíz,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,,Carlos Stein
2020-03-01,15:00,Liga 1,Torneo Apertura,Sun,Home,D,1,1,Binacional,,,,,,Luis Seminario,Match Report,,Carlos Stein
2020-03-07,11:00,Liga 1,Torneo Apertura,Sat,Away,W,1,0,Sporting Cristal,,,Ronald Ruíz,4-1-4-1,4-1-4-1,Renzo Castañeda,Match Report,,Carlos Stein
2020-08-19,11:00,Liga 1,Torneo Apertura,Wed,Home,L,1,2,Cusco,,,,4-4-1-1,4-2-3-1,Roberto Pérez,Match Report,,Carlos Stein
2020-08-27,15:30,Liga 1,Torneo Apertura,Thu,Away,W,2,0,Melgar,,,Diego Manicero,4-1-4-1,4-2-3-1,Luis Garay Evia,Match Report,,Carlos Stein
2020-09-01,11:00,Liga 1,Torneo Apertura,Tue,Home,L,0,1,UTC,,,Diego Manicero,4-2-3-1,4-4-2,Hibert Villegas,Match Report,,Carlos Stein
2020-09-08,11:00,Liga 1,Torneo Apertura,Tue,Away,L,0,1,Sport Huancayo,,,Diego Manicero,4-2-3-1,4-2-3-1,Edwin Ordóñez,Match Report,,Carlos Stein
2020-09-12,15:00,Liga 1,Torneo Apertura,Sat,Home,D,2,2,U César Vallejo,,,Diego Manicero,4-2-3-1,4-2-3-1,Miguel Santiváñez,Match Report,,Carlos Stein
2020-09-18,11:00,Liga 1,Torneo Apertura,Fri,Home,D,1,1,Atlético Grau,,,Diego Manicero,4-2-3-1,3-4-1-2,José Mendoza,Match Report,,Carlos Stein
2020-09-21,11:00,Liga 1,Torneo Apertura,Mon,Away,W,1,0,Sport Boys,,,Diego Manicero,4-2-3-1,4-3-3,Joel Alarcón,Match Report,,Carlos Stein
2020-09-26,15:00,Liga 1,Torneo Apertura,Sat,Home,L,0,2,Alianza Lima,,,Diego Manicero,4-2-3-1,4-1-4-1,Fernando Legario,Match Report,,Carlos Stein
2020-09-29,11:00,Liga 1,Torneo Apertura,Tue,Away,D,2,2,Cantolao,,,Diego Manicero,4-2-3-1,5-4-1,Michael Espinoza,Match Report,,Carlos Stein
2020-10-02,11:00,Liga 1,Torneo Apertura,Fri,Home,L,1,2,USMP,,,Diego Manicero,4-2-3-1,4-3-3,José Mendoza,Match Report,,Carlos Stein
2020-10-08,10:30,Liga 1,Torneo Apertura,Thu,Away,W,1,0,Cienciano,,,Diego Manicero,4-2-3-1,4-2-3-1,Gean Pierre Barbagelatta,Match Report,,Carlos Stein
2020-10-12,11:00,Liga 1,Torneo Apertura,Mon,Home,D,3,3,Llacuabamba,,,Diego Manicero,4-2-3-1,4-2-3-1,Roberto Pérez,Match Report,,Carlos Stein
2020-10-19,11:00,Liga 1,Torneo Apertura,Mon,Away,L,0,3,Ayacucho,,,Diego Manicero,4-2-3-1,3-3-3-1,Luis Garay Evia,Match Report,,Carlos Stein
2020-10-26,10:30,Liga 1,Group Stage,Mon,Home,W,2,1,Cantolao,,,Diego Manicero,4-2-3-1,4-4-2,Micke Palomino,Match Report,,Carlos Stein
2020-10-30,15:30,Liga 1,Group Stage,Fri,Away,L,0,1,Sporting Cristal,,,Diego Manicero,4-2-3-1,4-3-3,Víctor Carrillo,Match Report,,Carlos Stein
2020-11-04,11:00,Liga 1,Group Stage,Wed,Home,L,0,2,USMP,,,Diego Manicero,4-4-1-1,4-3-3,Luis Garay Evia,Match Report,,Carlos Stein
2020-11-07,11:00,Liga 1,Group Stage,Sat,Away,L,2,3,Alianza Univ,,,Diego Manicero,4-2-3-1,4-4-2,Miguel Santiváñez,Match Report,,Carlos Stein
2020-11-11,15:30,Liga 1,Group Stage,Wed,Home,W,3,2,Cienciano,,,Diego Manicero,4-2-3-1,3-4-3,Michael Espinoza,Match Report,,Carlos Stein
2020-11-16,11:00,Liga 1,Group Stage,Mon,Away,L,1,3,Atlético Grau,,,Diego Manicero,4-4-2◆,4-2-3-1,Edwin Ordóñez,Match Report,,Carlos Stein
2020-11-21,11:00,Liga 1,Group Stage,Sat,Home,L,1,3,Binacional,,,Diego Manicero,4-2-3-1,4-3-3,Miguel Santiváñez,Match Report,,Carlos Stein
2020-11-24,13:15,Liga 1,Group Stage,Tue,Away,W,2,0,Universitario,,,Diego Manicero,3-4-1-2,4-2-3-1,Jesús Cartagena,Match Report,,Carlos Stein
2020-11-28,15:30,Liga 1,Group Stage,Sat,Home,D,1,1,UTC,,,Diego Manicero,4-2-3-1,4-4-2,Víctor Carrillo,Match Report,,Carlos Stein
2020-01-31,20:30,Liga 1,Torneo Apertura,Fri,Home,L,2,3,Alianza Univ,,,Josepmir Ballón,3-4-3,4-4-2,Augusto Menéndez,Match Report,,Alianza Lima
2020-02-09,17:15,Liga 1,Torneo Apertura,Sun,Away,D,1,1,Mannucci,,,Aldair Fuentes,3-4-3,4-2-3-1,Miguel Santiváñez,Match Report,,Alianza Lima
2020-02-15,20:00,Liga 1,Torneo Apertura,Sat,Home,W,1,0,Atlético Grau,,,Aldair Fuentes,5-3-2,4-1-4-1,Joel Alarcón,Match Report,,Alianza Lima
2020-02-23,15:30,Liga 1,Torneo Apertura,Sun,Away,L,0,2,Ayacucho,,,Aldair Fuentes,3-5-2,4-2-3-1,Edwin Ordóñez,Match Report,,Alianza Lima
2020-02-28,20:00,Liga 1,Torneo Apertura,Fri,Home,W,1,0,Dep Municipal,,,Alberto Rodríguez,4-3-3,4-2-3-1,Luis Garay Evia,Match Report,,Alianza Lima
2020-03-05,21:00,Libertadores,Group stage,Thu,Home,L,0,1,uyNacional,70,,Leao Butrón,5-3-2,4-4-1-1,Bruno Arleu de Araujo,Match Report,,Alianza Lima
2020-03-08,15:00,Liga 1,Torneo Apertura,Sun,Away,L,0,2,Universitario,,,Aldair Fuentes,5-3-2,4-3-3,Miguel Santiváñez,Match Report,,Alianza Lima
2020-03-12,21:00,Libertadores,Group stage,Thu,Away,L,0,1,arRacing Club,30,,Leao Butrón,4-2-3-1,4-1-4-1,José Méndez,Match Report,,Alianza Lima
2020-08-10,13:15,Liga 1,Torneo Apertura,Mon,Home,W,3,0,Binacional,,,,,,,Match Report,Match awarded to Alianza Lima,Alianza Lima
2020-08-25,14:15,Liga 1,Torneo Apertura,Tue,Away,D,1,1,Sporting Cristal,,,Leao Butrón,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,,Alianza Lima
2020-08-29,13:15,Liga 1,Torneo Apertura,Sat,Home,D,0,0,Cusco,,,Leao Butrón,4-2-3-1,4-2-3-1,Víctor Carrillo,Match Report,,Alianza Lima
2020-09-07,11:00,Liga 1,Torneo Apertura,Mon,Away,D,2,2,Melgar,,,Leao Butrón,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,,Alianza Lima
2020-09-11,15:30,Liga 1,Torneo Apertura,Fri,Home,L,0,2,UTC,,,Rinaldo Cruzado,4-3-3,4-2-3-1,Kevin Ortega,Match Report,,Alianza Lima
2020-09-16,18:15,Libertadores,Group stage,Wed,Away,L,2,3,veEstud Mérida,44,,Leao Butrón,4-2-3-1,4-4-2,Nicolás Gallo,Match Report,,Alianza Lima
2020-09-19,13:15,Liga 1,Torneo Apertura,Sat,Away,D,1,1,Sport Huancayo,,,Carlos Ascues,4-3-3,4-2-3-1,Joel Alarcón,Match Report,,Alianza Lima
2020-09-21,15:30,Liga 1,Torneo Apertura,Mon,Home,D,1,1,U César Vallejo,,,Carlos Javier Beltrán,4-2-3-1,4-3-2-1,Micke Palomino,Match Report,,Alianza Lima
2020-09-23,19:30,Libertadores,Group stage,Wed,Home,L,0,2,arRacing Club,28,,Leao Butrón,4-3-3,4-3-3,Ivo Méndez,Match Report,,Alianza Lima
2020-09-26,15:00,Liga 1,Torneo Apertura,Sat,Away,W,2,0,Carlos Stein,,,Carlos Ascues,4-1-4-1,4-2-3-1,Fernando Legario,Match Report,,Alianza Lima
2020-09-30,19:30,Libertadores,Group stage,Wed,Home,D,2,2,veEstud Mérida,60,,Rinaldo Cruzado,4-1-4-1,4-4-2,Gery Vargas,Match Report,,Alianza Lima
2020-10-03,15:30,Liga 1,Torneo Apertura,Sat,Home,W,2,0,Llacuabamba,,,Carlos Ascues,4-1-4-1,4-2-3-1,Micke Palomino,Match Report,,Alianza Lima
2020-10-07,13:00,Liga 1,Torneo Apertura,Wed,Home,D,1,1,Sport Boys,,,Carlos Ascues,4-2-3-1,4-2-3-1,Ramón Blanco,Match Report,,Alianza Lima
2020-10-10,13:15,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Cantolao,,,Carlos Ascues,4-3-3,4-2-3-1,Jesús Cartagena,Match Report,,Alianza Lima
2020-10-13,13:15,Liga 1,Torneo Apertura,Tue,Home,L,0,1,USMP,,,Carlos Ascues,4-3-3,4-3-3,Edwin Ordóñez,Match Report,,Alianza Lima
2020-10-17,15:30,Liga 1,Torneo Apertura,Sat,Away,L,1,2,Cienciano,,,Leao Butrón,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,,Alianza Lima
2020-10-21,19:15,Libertadores,Group stage,Wed,Away,L,0,2,uyNacional,56,,Leao Butrón,4-2-3-1,4-3-3,Juan Benítez,Match Report,,Alianza Lima
2020-10-26,15:30,Liga 1,Group Stage,Mon,Home,L,1,2,Ayacucho,,,Carlos Ascues,4-3-3,3-4-3,Ramón Blanco,Match Report,,Alianza Lima
2020-10-30,13:15,Liga 1,Group Stage,Fri,Home,L,1,2,Dep Municipal,,,Rinaldo Cruzado,5-3-2,5-4-1,Diego Haro,Match Report,,Alianza Lima
2020-11-02,15:30,Liga 1,Group Stage,Mon,Away,W,4,0,Melgar,,,Rinaldo Cruzado,4-4-2◆,4-3-3,Roberto Pérez,Match Report,,Alianza Lima
2020-11-06,15:30,Liga 1,Group Stage,Fri,Home,D,2,2,Llacuabamba,,,Rinaldo Cruzado,4-3-1-2,3-1-4-2,Joel Alarcón,Match Report,,Alianza Lima
2020-11-09,15:30,Liga 1,Group Stage,Mon,Away,L,1,4,U César Vallejo,,,Rinaldo Cruzado,4-2-2-2,3-4-3,Diego Haro,Match Report,,Alianza Lima
2020-11-16,15:30,Liga 1,Group Stage,Mon,Away,L,0,1,Cusco,,,Leao Butrón,4-4-2,4-2-3-1,Roberto Pérez,Match Report,,Alianza Lima
2020-11-21,15:30,Liga 1,Group Stage,Sat,Home,L,0,2,Sport Boys,,,Leao Butrón,4-4-2◆,4-2-3-1,Edwin Ordóñez,Match Report,,Alianza Lima
2020-11-25,15:30,Liga 1,Group Stage,Wed,Away,L,0,1,Mannucci,,,Leao Butrón,4-3-1-2,4-2-3-1,Miguel Santiváñez,Match Report,,Alianza Lima
2020-11-28,15:30,Liga 1,Group Stage,Sat,Away,L,0,2,Sport Huancayo,,,Leao Butrón,4-4-2◆,4-2-3-1,Kevin Ortega,Match Report,,Alianza Lima
2020-02-01,17:30,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Sport Huancayo,,,Bernardo Medina,4-2-3-1,4-2-3-1,Roberto Pérez,Match Report,,Atletico Grau
2020-02-08,13:15,Liga 1,Torneo Apertura,Sat,Home,D,1,1,U César Vallejo,,,,,,Luis Seminario,Match Report,,Atletico Grau
2020-02-11,17:15,Sudamericana,First stage,Tue,Home,L,1,2,uyRiver Plate,66,,Bernardo Medina,4-1-4-1,3-5-2,Piero Maza,Match Report,Leg 1 of 2,Atletico Grau
2020-02-15,20:00,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Alianza Lima,,,Bernardo Medina,4-1-4-1,5-3-2,Joel Alarcón,Match Report,,Atletico Grau
2020-02-22,13:15,Liga 1,Torneo Apertura,Sat,Home,L,2,3,Sport Boys,,,,,,Renzo Castañeda,Match Report,,Atletico Grau
2020-02-25,19:15,Sudamericana,First stage,Tue,Away,L,0,1,uyRiver Plate,47,,Bernardo Medina,4-1-4-1,5-3-2,José Méndez,Match Report,Leg 2 of 2; River Plate won,Atletico Grau
2020-02-29,13:00,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Cantolao,,,Bernardo Medina,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,,Atletico Grau
2020-03-08,13:15,Liga 1,Torneo Apertura,Sun,Home,D,0,0,USMP,,,,4-2-3-1,4-3-3,Roberto Pérez,Match Report,,Atletico Grau
2020-08-18,11:00,Liga 1,Torneo Apertura,Tue,Away,L,0,3,Cienciano,,,Jorge Yglesias,4-4-2,4-2-3-1,Edwin Ordóñez,Match Report,Match awarded to Cienciano,Atletico Grau
2020-08-27,13:15,Liga 1,Torneo Apertura,Thu,Home,D,1,1,Alianza Univ,,,Jorge Yglesias,4-2-3-1,4-4-2,Renzo Castañeda,Match Report,,Atletico Grau
2020-09-01,15:30,Liga 1,Torneo Apertura,Tue,Away,L,0,2,Llacuabamba,,,Jorge Yglesias,4-2-3-1,4-3-3,Luis Garay Evia,Match Report,,Atletico Grau
2020-09-09,15:30,Liga 1,Torneo Apertura,Wed,Home,D,2,2,Ayacucho,,,Bernardo Medina,3-4-3,4-2-3-1,Eduardo Chirinos,Match Report,,Atletico Grau
2020-09-14,15:30,Liga 1,Torneo Apertura,Mon,Away,W,2,0,Mannucci,,,Bernardo Medina,3-4-3,4-2-3-1,Wilmer Villanueva,Match Report,,Atletico Grau
2020-09-18,11:00,Liga 1,Torneo Apertura,Fri,Away,D,1,1,Carlos Stein,,,Bernardo Medina,3-4-1-2,4-2-3-1,José Mendoza,Match Report,,Atletico Grau
2020-09-22,15:00,Liga 1,Torneo Apertura,Tue,Home,W,3,2,Dep Municipal,,,Bernardo Medina,4-2-3-1,4-4-2,Edwin Ordóñez,Match Report,,Atletico Grau
2020-09-25,15:30,Liga 1,Torneo Apertura,Fri,Away,L,0,2,Universitario,,,Bernardo Medina,5-3-2,4-2-3-1,Augusto Menéndez,Match Report,,Atletico Grau
2020-10-03,18:00,Liga 1,Torneo Apertura,Sat,Away,W,2,1,Sporting Cristal,,,Bernardo Medina,4-4-2,4-3-3,Renzo Castañeda,Match Report,,Atletico Grau
2020-10-07,15:30,Liga 1,Torneo Apertura,Wed,Home,D,2,2,Binacional,,,Bernardo Medina,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,,Atletico Grau
2020-10-10,15:00,Liga 1,Torneo Apertura,Sat,Home,D,1,1,Cusco,,,Bernardo Medina,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,,Atletico Grau
2020-10-14,11:00,Liga 1,Torneo Apertura,Wed,Away,L,0,3,Melgar,,,Bernardo Medina,4-2-3-1,4-3-3,Luis Garay Evia,Match Report,,Atletico Grau
2020-10-19,15:30,Liga 1,Torneo Apertura,Mon,Home,D,0,0,UTC,,,Bernardo Medina,4-2-3-1,4-2-3-1,Eduardo Chirinos,Match Report,,Atletico Grau
2020-10-24,15:30,Liga 1,Group Stage,Sat,Away,L,1,2,Universitario,,,Bernardo Medina,4-3-1-2,4-2-3-1,Edwin Ordóñez,Match Report,,Atletico Grau
2020-10-30,11:00,Liga 1,Group Stage,Fri,Away,D,0,0,Cantolao,,,Bernardo Medina,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,,Atletico Grau
2020-11-03,18:00,Liga 1,Group Stage,Tue,Home,L,1,4,Sporting Cristal,,,Bernardo Medina,4-2-3-1,4-3-3,Augusto Menéndez,Match Report,,Atletico Grau
2020-11-07,15:30,Liga 1,Group Stage,Sat,Away,D,0,0,UTC,,,Bernardo Medina,4-2-3-1,4-2-3-1,Fernando Legario,Match Report,,Atletico Grau
2020-11-11,11:00,Liga 1,Group Stage,Wed,Home,L,0,2,USMP,,,Bernardo Medina,4-2-3-1,4-3-3,Miguel Santiváñez,Match Report,,Atletico Grau
2020-11-16,11:00,Liga 1,Group Stage,Mon,Home,W,3,1,Carlos Stein,,,Bernardo Medina,4-2-3-1,4-4-2,Edwin Ordóñez,Match Report,,Atletico Grau
2020-11-20,13:15,Liga 1,Group Stage,Fri,Away,L,0,1,Cienciano,,,Bernardo Medina,4-2-3-1,3-5-2,Michael Espinoza,Match Report,,Atletico Grau
2020-11-24,15:00,Liga 1,Group Stage,Tue,Away,W,3,1,Binacional,,,Bernardo Medina,4-1-4-1,4-3-3,José Mendoza,Match Report,,Atletico Grau
2020-11-28,15:30,Liga 1,Group Stage,Sat,Home,D,1,1,Alianza Univ,,,Bernardo Medina,4-2-3-1,4-3-3,Edwin Ordóñez,Match Report,,Atletico Grau
2020-02-02,15:30,Liga 1,Torneo Apertura,Sun,Away,L,2,3,Sport Boys,,,Alexander Sánchez,4-2-3-1,4-3-3,Fernando Legario,Match Report,,Llacuabamba
2020-02-09,15:30,Liga 1,Torneo Apertura,Sun,Home,W,3,1,Cantolao,,,,4-2-3-1,4-2-3-1,Gean Pierre Barbagelatta,Match Report,,Llacuabamba
2020-02-14,15:00,Liga 1,Torneo Apertura,Fri,Away,L,2,5,Cienciano,,,,4-4-2,4-4-2,Augusto Menéndez,Match Report,,Llacuabamba
2020-02-24,15:00,Liga 1,Torneo Apertura,Mon,Home,L,1,2,USMP,,,,,,Joel Alarcón,Match Report,,Llacuabamba
2020-02-29,20:00,Liga 1,Torneo Apertura,Sat,Away,L,0,3,Alianza Univ,,,,,,Fernando Legario,Match Report,,Llacuabamba
2020-03-06,15:00,Liga 1,Torneo Apertura,Fri,Home,D,2,2,UTC,,,Alexander Sánchez,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,,Llacuabamba
